ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-S;Image-URL-M;Image-URL-L
4334645812;Golden Mountain;John Jones;1991;Oxford Press;http://images.example.com/books/4334645812.jpg;http://images.example.com/books/4334645812_m.jpg;http://images.example.com/books/4334645812_l.jpg
4775636006;Eternal Mountain;John Jackson;1986;Oxford Press;http://images.example.com/books/4775636006.jpg;http://images.example.com/books/4775636006_m.jpg;http://images.example.com/books/4775636006_l.jpg
8698868603;Endless Star;Charles Davis;2015;Hachette;http://images.example.com/books/8698868603.jpg;http://images.example.com/books/8698868603_m.jpg;http://images.example.com/books/8698868603_l.jpg
2693599791;The Great Path;William Martinez;1959;Crown Publishing;http://images.example.com/books/2693599791.jpg;http://images.example.com/books/2693599791_m.jpg;http://images.example.com/books/2693599791_l.jpg
4528049783;Lost Legacy;William Moore;1988;Oxford Press;http://images.example.com/books/4528049783.jpg;http://images.example.com/books/4528049783_m.jpg;http://images.example.com/books/4528049783_l.jpg
7057315732;Endless Path: Journey of Shadow;John Jackson;1982;Penguin Books;http://images.example.com/books/7057315732.jpg;http://images.example.com/books/7057315732_m.jpg;http://images.example.com/books/7057315732_l.jpg
2756856502;Forgotten Journey: Garden of Song;Alice Johnson;1962;Macmillan;http://images.example.com/books/2756856502.jpg;http://images.example.com/books/2756856502_m.jpg;http://images.example.com/books/2756856502_l.jpg
4238808321;Eternal Wind;Charles Miller;1975;Penguin Books;http://images.example.com/books/4238808321.jpg;http://images.example.com/books/4238808321_m.jpg;http://images.example.com/books/4238808321_l.jpg
9858460864;Ancient Mountain;Charles Miller;2002;Penguin Books;http://images.example.com/books/9858460864.jpg;http://images.example.com/books/9858460864_m.jpg;http://images.example.com/books/9858460864_l.jpg
1778421600;Sacred Dawn: Mountain of Wind;William Martin;1974;Macmillan;http://images.example.com/books/1778421600.jpg;http://images.example.com/books/1778421600_m.jpg;http://images.example.com/books/1778421600_l.jpg
9472914647;The Great Song: Star of Legacy;George Taylor;2000;Macmillan;http://images.example.com/books/9472914647.jpg;http://images.example.com/books/9472914647_m.jpg;http://images.example.com/books/9472914647_l.jpg
2784911126;Silver Song;Sarah Rodriguez;1994;Random House;http://images.example.com/books/2784911126.jpg;http://images.example.com/books/2784911126_m.jpg;http://images.example.com/books/2784911126_l.jpg
1574137704;Silver Path: Sun of World;Emma Johnson;1957;Macmillan;http://images.example.com/books/1574137704.jpg;http://images.example.com/books/1574137704_m.jpg;http://images.example.com/books/1574137704_l.jpg
6987396598;Brave Ocean: Bridge of Dawn;Charles Thomas;2015;Macmillan;http://images.example.com/books/6987396598.jpg;http://images.example.com/books/6987396598_m.jpg;http://images.example.com/books/6987396598_l.jpg
8880072463;Forgotten Song;Michael Moore;2013;Cambridge Press;http://images.example.com/books/8880072463.jpg;http://images.example.com/books/8880072463_m.jpg;http://images.example.com/books/8880072463_l.jpg
3951230026;Silent Chronicle;William Anderson;1979;Scholastic;http://images.example.com/books/3951230026.jpg;http://images.example.com/books/3951230026_m.jpg;http://images.example.com/books/3951230026_l.jpg
4494716170;Wild Tale: River of Song;Daniel Martin;1974;Simon & Schuster;http://images.example.com/books/4494716170.jpg;http://images.example.com/books/4494716170_m.jpg;http://images.example.com/books/4494716170_l.jpg
1709315918;Hidden Star: Dream of Dusk;Olivia Lee;2013;Crown Publishing;http://images.example.com/books/1709315918.jpg;http://images.example.com/books/1709315918_m.jpg;http://images.example.com/books/1709315918_l.jpg
6867791946;Wild Tale;Charles Martin;1952;Hachette;http://images.example.com/books/6867791946.jpg;http://images.example.com/books/6867791946_m.jpg;http://images.example.com/books/6867791946_l.jpg
7619950719;Silent Mystery;Laura Taylor;1991;Scholastic;http://images.example.com/books/7619950719.jpg;http://images.example.com/books/7619950719_m.jpg;http://images.example.com/books/7619950719_l.jpg
1899482137;Brave Chronicle;Thomas Johnson;1959;Crown Publishing;http://images.example.com/books/1899482137.jpg;http://images.example.com/books/1899482137_m.jpg;http://images.example.com/books/1899482137_l.jpg
9071118860;Lost Sun;Alice Lee;2011;Macmillan;http://images.example.com/books/9071118860.jpg;http://images.example.com/books/9071118860_m.jpg;http://images.example.com/books/9071118860_l.jpg
2428136882;Last Mountain: Garden of Path;Thomas Moore;1962;Scholastic;http://images.example.com/books/2428136882.jpg;http://images.example.com/books/2428136882_m.jpg;http://images.example.com/books/2428136882_l.jpg
5093243876;Forgotten Dream: Wind of Ocean;Anna Harris;1982;Crown Publishing;http://images.example.com/books/5093243876.jpg;http://images.example.com/books/5093243876_m.jpg;http://images.example.com/books/5093243876_l.jpg
2337843204;Last Song: Mountain of Wind;David Moore;1999;Macmillan;http://images.example.com/books/2337843204.jpg;http://images.example.com/books/2337843204_m.jpg;http://images.example.com/books/2337843204_l.jpg
8687344247;Silver Chronicle;Robert Davis;1967;HarperCollins;http://images.example.com/books/8687344247.jpg;http://images.example.com/books/8687344247_m.jpg;http://images.example.com/books/8687344247_l.jpg
3693529285;Last Star: Light of Shadow;Laura Williams;1984;Penguin Books;http://images.example.com/books/3693529285.jpg;http://images.example.com/books/3693529285_m.jpg;http://images.example.com/books/3693529285_l.jpg
1963184514;Digital Kingdom;Emma Williams;1987;Cambridge Press;http://images.example.com/books/1963184514.jpg;http://images.example.com/books/1963184514_m.jpg;http://images.example.com/books/1963184514_l.jpg
6314724970;Silent Empire: Shadow of Dusk;Michael Williams;2018;Hachette;http://images.example.com/books/6314724970.jpg;http://images.example.com/books/6314724970_m.jpg;http://images.example.com/books/6314724970_l.jpg
7542736609;Digital Dawn;George Anderson;2015;Bloomsbury;http://images.example.com/books/7542736609.jpg;http://images.example.com/books/7542736609_m.jpg;http://images.example.com/books/7542736609_l.jpg
6945759328;Secret Star;William Moore;2004;Crown Publishing;http://images.example.com/books/6945759328.jpg;http://images.example.com/books/6945759328_m.jpg;http://images.example.com/books/6945759328_l.jpg
2188737964;Digital Tower: Ocean of Kingdom;Charles Martinez;1987;Vintage Books;http://images.example.com/books/2188737964.jpg;http://images.example.com/books/2188737964_m.jpg;http://images.example.com/books/2188737964_l.jpg
1171960451;Modern Horizon: Tower of Light;David Rodriguez;2008;Vintage Books;http://images.example.com/books/1171960451.jpg;http://images.example.com/books/1171960451_m.jpg;http://images.example.com/books/1171960451_l.jpg
7383994645;Forgotten Kingdom;Robert Brown;2014;Cambridge Press;http://images.example.com/books/7383994645.jpg;http://images.example.com/books/7383994645_m.jpg;http://images.example.com/books/7383994645_l.jpg
9810659315;Modern Wind;Claire Moore;1999;Simon & Schuster;http://images.example.com/books/9810659315.jpg;http://images.example.com/books/9810659315_m.jpg;http://images.example.com/books/9810659315_l.jpg
8962669290;Sacred Wind: Kingdom of Bridge;Anna Williams;1977;Cambridge Press;http://images.example.com/books/8962669290.jpg;http://images.example.com/books/8962669290_m.jpg;http://images.example.com/books/8962669290_l.jpg
9741766011;Hidden Moon;Emily Anderson;2021;Crown Publishing;http://images.example.com/books/9741766011.jpg;http://images.example.com/books/9741766011_m.jpg;http://images.example.com/books/9741766011_l.jpg
5506479755;Secret Journey;Charles Harris;2004;Scholastic;http://images.example.com/books/5506479755.jpg;http://images.example.com/books/5506479755_m.jpg;http://images.example.com/books/5506479755_l.jpg
1067675677;Eternal Chronicle: Horizon of Legacy;Michael White;1986;Bloomsbury;http://images.example.com/books/1067675677.jpg;http://images.example.com/books/1067675677_m.jpg;http://images.example.com/books/1067675677_l.jpg
9212484646;Brave Wind: Path of Fire;Olivia Miller;2002;Oxford Press;http://images.example.com/books/9212484646.jpg;http://images.example.com/books/9212484646_m.jpg;http://images.example.com/books/9212484646_l.jpg
7269002350;Ancient Mystery: World of Fire;William Johnson;1999;Oxford Press;http://images.example.com/books/7269002350.jpg;http://images.example.com/books/7269002350_m.jpg;http://images.example.com/books/7269002350_l.jpg
8220618811;Secret Sun;Laura Harris;1964;Hachette;http://images.example.com/books/8220618811.jpg;http://images.example.com/books/8220618811_m.jpg;http://images.example.com/books/8220618811_l.jpg
2283390272;Hidden Path;Maria Davis;2005;Oxford Press;http://images.example.com/books/2283390272.jpg;http://images.example.com/books/2283390272_m.jpg;http://images.example.com/books/2283390272_l.jpg
3074177037;Forgotten Dream;Emily Thomas;1985;Hachette;http://images.example.com/books/3074177037.jpg;http://images.example.com/books/3074177037_m.jpg;http://images.example.com/books/3074177037_l.jpg
8306401535;Silent Sun;Sarah Anderson;1995;Hachette;http://images.example.com/books/8306401535.jpg;http://images.example.com/books/8306401535_m.jpg;http://images.example.com/books/8306401535_l.jpg
4465999099;Brave Fire;Sophie Martin;2009;Oxford Press;http://images.example.com/books/4465999099.jpg;http://images.example.com/books/4465999099_m.jpg;http://images.example.com/books/4465999099_l.jpg
4533569440;Forgotten Dawn: Tower of Horizon;Sarah Rodriguez;1971;Vintage Books;http://images.example.com/books/4533569440.jpg;http://images.example.com/books/4533569440_m.jpg;http://images.example.com/books/4533569440_l.jpg
4190627031;Digital Light: Wind of Mystery;Daniel Jackson;2012;Oxford Press;http://images.example.com/books/4190627031.jpg;http://images.example.com/books/4190627031_m.jpg;http://images.example.com/books/4190627031_l.jpg
4870112380;Wild Journey;Alice Thomas;2022;Crown Publishing;http://images.example.com/books/4870112380.jpg;http://images.example.com/books/4870112380_m.jpg;http://images.example.com/books/4870112380_l.jpg
9033270132;First Dawn: Sun of Star;Robert Brown;2008;Vintage Books;http://images.example.com/books/9033270132.jpg;http://images.example.com/books/9033270132_m.jpg;http://images.example.com/books/9033270132_l.jpg
1594884797;Golden Storm: Forest of City;George Thomas;2009;Bloomsbury;http://images.example.com/books/1594884797.jpg;http://images.example.com/books/1594884797_m.jpg;http://images.example.com/books/1594884797_l.jpg
6137042055;Silent Tale;Thomas Garcia;2012;Macmillan;http://images.example.com/books/6137042055.jpg;http://images.example.com/books/6137042055_m.jpg;http://images.example.com/books/6137042055_l.jpg
5496979114;Dark Tale;Sarah Martin;1971;Macmillan;http://images.example.com/books/5496979114.jpg;http://images.example.com/books/5496979114_m.jpg;http://images.example.com/books/5496979114_l.jpg
3523978147;Last Fire;Laura Williams;2008;Crown Publishing;http://images.example.com/books/3523978147.jpg;http://images.example.com/books/3523978147_m.jpg;http://images.example.com/books/3523978147_l.jpg
3438893284;Secret Dawn;;1971;Simon & Schuster;http://images.example.com/books/3438893284.jpg;http://images.example.com/books/3438893284_m.jpg;http://images.example.com/books/3438893284_l.jpg
4115345794;Endless Kingdom;Emily Thomas;2008;Oxford Press;http://images.example.com/books/4115345794.jpg;http://images.example.com/books/4115345794_m.jpg;http://images.example.com/books/4115345794_l.jpg
4593002734;Wild Ocean: Kingdom of Moon;John Smith;1978;Random House;http://images.example.com/books/4593002734.jpg;http://images.example.com/books/4593002734_m.jpg;http://images.example.com/books/4593002734_l.jpg
4148616165;Forgotten Tower;Laura Moore;1962;Hachette;http://images.example.com/books/4148616165.jpg;http://images.example.com/books/4148616165_m.jpg;http://images.example.com/books/4148616165_l.jpg
6746060008;Dark Bridge: Song of Chronicle;Laura Williams;1999;HarperCollins;http://images.example.com/books/6746060008.jpg;http://images.example.com/books/6746060008_m.jpg;http://images.example.com/books/6746060008_l.jpg
1021557482;Hidden Forest;Claire Brown;1991;Vintage Books;http://images.example.com/books/1021557482.jpg;http://images.example.com/books/1021557482_m.jpg;http://images.example.com/books/1021557482_l.jpg
